,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
1178,B00149M19E,"[0, 0]",5,"I love On the Edge! Meeting Brett, Leo and Lisa through the out of the box series made me want to know soo much more about these characters. If you haven't read the out of the box set, On the edge is a great introduction to what you will get a whole lot more of in the rest of the series. HOT scenes between the trio, and the different combinations of duos too. I just reread the story again, and the second time around it is still as good as the first... now seriously thinking about reading the rest of them again too :P I love the personalities, and they all play off of each other in great ways. Thanks Kallysten for continuing to keep me aroused, entertained, and eagerly awaiting what ever series instalment you have coming out next. :)","11 27, 2013",A2MZC4MYRF8WQV,Amazon Customer,Second time around and still amazing,1385510400
1179,B00149M19E,"[0, 0]",4,Another great story from Ms. Kallysten.  I will admit that I wasn't as big of a fan of Lisa as I was of the of two. I normally like really strong confident women but she was just a little too sure of her self for me.  As usual the sex in this was extremely hot and very well written. She does really well with making you connect with her characters in such a short time. I look forward to more in this series.,"12 31, 2013",A3NZ7BJGKLVPF5,"Amber Hall ""Vamped Chik""",Short and steamy,1388448000
1180,B00149M19E,"[0, 0]",5,This book was emotional with lots of great sex. The love between the couple even with ALL of their differences and to bring in another into the relationship could definitely complicate. The instant attraction and hot vampire sex.Awesome!! Definitely read if you are looking for a quick sexy read!,"01 13, 2014",A35FP2QJLQXPT7,Avidreader,On The Edge---Sexy read!,1389571200
1181,B00149M19E,"[0, 0]",4,"An intriguing start to another wonderful series by Kallysten. The author introduces a triad of characters that I am eager to see find their happily ever after. It is a delightful introduction to Lisa, Brett, and Leo.Disclosure: This ebook was provided to BBMoreB free of charge for the sole purpose of an honest review. All thoughts, comments, and ratings are my own.","12 22, 2013",A71W7G4TCTH3T,"BBMoreB ""Heather Coulter""",This Quickie was incredible!,1387670400
1182,B00149M19E,"[0, 0]",4,"This is a short story that give you an insight to the series of On The Edge .. Brett owner to a club that not only caters to Vampire but humans as well.. and his girlfriend of 11 months... And how Leo well you gotta read...There is a M/M, M/F, M/F/M scenes not graphic...I found the book to be interesting and different... Looking forward to reading the rest of the books in the series...I received to book for an honest review and with being a spoiler I found the book to be 4 stars, thanks","12 26, 2013",A37G33Z57ZPNCI,Beckey,Good Short story,1388016000
1183,B00149M19E,"[0, 0]",5,"My Thoughts - 5 out of 5 unicorns - I loved it!!!**Gifted to me by the author for an honest reviewOkay first things, this is a very adult erotic short story.  It is only about 25 pages, and it does have some very steamy sex scenes including some M/M/F.The cover is okay and shows the characters, but it doesn&#8217;t grab my attention.  You definitely don&#8217;t want to judge this book by its cover.Okay I loved this story, but if you aren&#8217;t into stories of threesomes or sex scenes then don&#8217;t read this story.  It is a quick read, but it totally had my attention.  You get glimpses into the lives of the 3 characters in this book and some background.  I&#8217;m not usually one for short stories, but Kallysten always does such a fantastic job of sucking me right into her stories.I totally recommend this book to paranormal romance lovers and to anyone who loves Kally&#8217;s work.  I can&#8217;t wait to read more of this series in the future.","12 28, 2013",A3OTGKNO0NTCKG,Casie L,Sexy Vampire Erotica Short Story & great start to a series,1388188800
1184,B00149M19E,"[0, 0]",5,"Brett, the human and Lisa, the vampire, are quite the couple.  They are the owners of &#34;On The Edge&#34; bar and they're looking for another bartender.  Along comes Leo looking for a job but before he can apply he sees Lisa and she sees him.  Old lovers who forgot why they were no longer together.  Can Lisa talk Brett into letting Leo share their bed?  Read this steamy short and find out if Brett and Lisa gain a bartender and a third in their bed.Kallysten does it again!  Fabulous steamy short stories that leave you wanting so much more.","12 27, 2013",A10WR0ZWDHWYI4,Cheryl Sanders,Hot and sexy!,1388102400
1185,B00149M19E,"[0, 0]",5,"This is a quick read and Kallysten at her best. Bret owns a nightclub and is in love with Lisa. Along comes a blast from her past Leo. The three form a reluctant, but quick relationship. This story does have a HEA, but leaves you wanting the next installment in the story. I very much enjoyed this read.  My only complaint is that I wish it was a little longer.","12 1, 2013",A1BL63YR6LJG12,"Christina A. Fender ""Stina""",On The Edge,1385856000
1186,B00149M19E,"[0, 0]",5,"My, my, my my........Good lord Kallysten you sure know how to bring a reader to the edge.  I immediately formed a perfect picture in my mind of Bret, Lisa and Leo and watching it play out before me in the written word just proved to me that as far as an erotic paranormal writer goes, you are on top.  The story maybe short but the reader will not feel short changed when finished.  I guess if there are really vampires out there, they need somewhere to go where they can let their hair hang down and not hide what they are but revel in it.  Somewhere that humans can mingle, vampires can dine and all enjoy what the other has to offer can be found On the Edge.","12 27, 2013",A1FASIQFQLLXFC,Cindy,Over the Edge,1388102400
1187,B00149M19E,"[0, 0]",5,"I enjoyed this story by Kallysten (as I have all that I've read by her).  Brett is human and the owner of On The Edge, a club that caters to both vampires and humans.  Lisa is his vampire lover and silent partner.  They have a good relationship, one that isn't the usual vampire-human one in that Lisa hasn't bitten Brett (she doesn't want to see him as food).  She is on the hunt one evening in the club and is surprised to see Leo, her old lover and fellow vampire.  She couldn't remember why they had parted 15 years ago but found it wonderful to be in Leo's arms again.  From this point on, (no I'm not going to spoil it for you), you read about how Lisa, Brett and Leo develop a relationship between themselves.  It is a hot and spicy read and I am looking forward to reading the next story, Over The Edge, that continues Brett, Lisa and Leo's story.I received an ebook from the author for the purpose of an honest review. All comments are my own and I was not compensated for this review.","12 2, 2013",A3AOZOYR0Z23X3,"ColleenMP ""busy reader""",Another hit,1385942400
1188,B00149M19E,"[0, 0]",5,"I received this eBook from the author for a honest review. This is a short book about Brett and Lisa , a human and vampire and a club that was for both and the energy it creates. I liked this book because of the chemistry between the 3 characters, Brett, Lisa and Leo. It is written so that you can believe that they all belong together. another great one from Kallysten.","12 30, 2013",A2FGDGN29NYQVU,Crystal Young,Another Great one from Kallysten,1388361600
1189,B00149M19E,"[0, 0]",4,"Rating 4 1/2 starsI received a copy of this book in exchange for an honest review. I was not compensated in any way.Brett Andrews has an apartment above his club.  And Lisa is waiting for him.  This is a great way to start off this story.  Leo is an old friend of Lisa&#8217;s that&#8217;s come to the club.  The ending will leave you wanting to read more about this trio and having more of the club experience.Kallysten feeds on her reader&#8217;s need for a sexy vampire &#8211; especially for those of us that are female.  She paints a great picture of what happens when new meets old.  There&#8217;s nothing dark or sinister about what this group has.  If you&#8217;ve never read this author before, why not try this series.  If you love sexy, erotic, vampire short stories you can&#8217;t go wrong by reading Kallysten.  She&#8217;s a great author that knows how to pack a lot in just a few pages.  She never disappoints her readers.","01 1, 2014",A26NUNV3TGM179,"ElyLibrarySec ""Romance Reader Enthusiast""",Another Great Book by Kallysten,1388534400
1190,B00149M19E,"[0, 0]",4,"The first book in the On the Edge series is a fast and erotic must read.Catering to humans and vampires at his new club, Brett Andrews thought he had it all including the beautiful vampire, Lisa.  When Lisa&#8217;s old lover shows up at the club, Brett begins to fear that he will lose her, but that&#8217;s not in Lisa or Leo&#8217;s plans at all.This short and fast smooth flowing plot is brought to life with vivid images, intense emotions, and strong compelling characters that grab the reader&#8217;s attention.  The author has created a fascinating world of vampires that captures the imagination and ensures that the reader wants to know more.  The frequent sex scenes are scorching hot with menage and anal sex and well written and sizzling with passion as well as emotion.This is an erotic serial paranormal race that is entertaining and engaging and takes place in the fascinating city of Haventown where humans tolerate vampires.  I can&#8217;t wait to read the next installment.","12 28, 2013",ASVY5XSYJ1XOE,Evampire,On the Edge Review,1388188800
1191,B00149M19E,"[0, 0]",5,I loved this story. The sex was HOT. This trio made a lovely m&eacute;nage. I look forward to more. It would be great to have the entire series in one collection.,"11 23, 2013",A2242VLDYQAH98,Faybee,Hot Trio!!!!!,1385164800
1192,B00149M19E,"[0, 0]",5,"This is a quick and short introduction into the life of Brett, and his vampire girlfriend Lisa.  Together they seem to have a near perfect life: his club is thriving with her input of ideas and cash, and he is completely besotted.  Sex is amazing and earth shattering, and being able to watch his `woman' tease and enchant patrons at the club is a massive turn on, since she comes home to him. Always.An encounter with a vampire from her past, Leo, has Brett seeing (and smelling to the vamps) a bit green.  From there this little short takes off!  Leo and Lisa share a sire, and are only days apart in age.  Since they turned, they were two sides of the same coin, together and inseparable until some unknown argument sent them in different directions.  When they reunite - the sparks flare into a three-way encounter that is steam personified... and is the beginning of an interesting relationshipI received an eBook copy from the author for purpose of honest review for the Jeep Diva. I was not compensated for this review: all conclusions are my own responsibility.","03 31, 2013",A14I311IIUMBWC,"Gaele ""We read to know, we are not alone ~ C....",18+ sparks flare into a three-way encounter that is steam personified...,1364688000
1193,B00149M19E,"[0, 0]",4,"Short and sweet. Kallysten sure likes to keep us guessing when it comes to her books. Just when she pulls you in and you want more more more, the story ends you are ready to grab the next one.This one is about Brett and Lisa, Lisa is a vampire and Brett is human. They have lived together and been together and run a nightclub together for the past 11 months. Brett love Lisa, that much is evident in this short story. But one night another vampire, one from Lisa's past shows up and has Brett guessing how Lisa really feels about him.Can't wait to grab the next installment of this one to see more of this lovely threesome.","12 23, 2013",A2KLQK4ZXC7WDB,Heather,Short and sweet.,1387756800
1194,B00149M19E,"[0, 0]",5,"Before The Edge (On The Edge)Brett Andrews had longed to own his own club and meeting Lisa, his vampire girlfriend was just the beginning of his good luck!  Lisa had shown him the building and helped him make his dream come true with her silent partnership money that made On The Edge THE place for humans and vampires to be!!  But, after they had been together for over a year, her previous lover threatened to take her away..............Lisa and Leo were sired by Nickolas but she grew tired of killing her prey and refused to obey his commands to kill, Leo and she decided to leave their Sire.  They parted ways and fifteen years later Leo returned to Haventown, then dead blood drained bodies appeared less than two blocks from On The Edge.  Who could be killing them?  The Enforcer Police that Brett was hiding evidence that Lisa was guilty!Whoa, a menage with two hot guys!  Lisa is so lucky to have two lovers in her life!  Kallyten pens an erotic story with a twist that should warm your soul and there is a BONUS story!!","12 1, 2012",AAEIK0DZ1F537,Hotcha,On The Edge,1354320000
1195,B00149M19E,"[0, 0]",5,"On the Edge will keep you on the edge of your seat as you read this hot story by Kallysten. On the Edge is a short story about a couple, where Brett is the owner of the On the Edge Club and has an apartment above the club with his silent partner Lisa.  Although the club is new in town, it is an instant success as humans and vampires gather to party together.Lisa, a vampire goes down to the club to party and feed. Leo, a vampire from her past appears and she brings him home to play with Brett and her.  Brett is surprised that he likes what the three of them do together. The next morning Leo isn't sure how Brett will feel but the surprise ending made this a perfect short story.  On the  Edge may be short but it is packed with emotion and lots of hot vampire sex.The author supplied me with a copy of this manuscript with no request for a review.  The views expressed in the review are my own.","12 29, 2013",A39N24TTLP6I48,Jane Jones,On the Edge,1388275200
1196,B00149M19E,"[0, 0]",5,"OMG!! This was so good, I couldn't put it down.  The characters are so passionate in this story.  I can't wait to read the next stories. Story full of interesting characters, lots of HOT sex!!  I highly recommend this book.","12 22, 2013",A33X222EWPT3CX,Laurig,Outstanding read!,1387670400
1197,B00149M19E,"[1, 1]",5,"Ok, so this book is relatively short, coming in around 9200 words, under 40 pages.  Right off the bat it starts with a sexy shower scene - my favorite!  I don't know what it is, but the water, the steam, the whole thing just sets me off.  Here we meet Brett and Lisa, human and vampire, respectively.  And as it turns out, they are in a relationship, eleven months so far.I felt like they were really great together.  They had a playfulness, and you could still see they cared for each other beyond that flirtation.  They respected each other for what they were, and so when Lisa went to the club downstairs to feed, Brett (and I) thought nothing of it.But here I'm going to break off from the characters for a minute to talk about On The Edge, the club.  This place is very much a character in the story, itself.  It's vampire and human friendly, a place for them to meet and mingle, and sometimes even more.  Drink blood, or ""dirty wine"", or anything else a mere mortal might enjoy.  It's a place with alcoves and overhead walkways, loud music, and great ambiance.In the club, Lisa runs into an old friend - Leo.  Right away their familiarity puts me on edge a bit.  Um, hello, what about Brett??  So when Lisa brings both of them back to the home that Brett and Lisa share, I can definitely understand - and agree with - Brett's apprehension.But that Lisa, she's a smarty.  And there comes a point in this story when I got very angry with her, I felt betrayed for Brett, and in a very bad way.  I called Lisa some very bad names.  But like I said, she's smart.  Don't underestimate that girl, and don't think her heart is in the wrong place.And Leo?  He turned out to be one of my favorites of the five I met through these two books.  I absolutely adore this man, and his lack of inhibitions. He's tall, dark, and handsome.  Sexy and mysterious.  Dangerous.  All of the above, and all things vampire.This story was m-m-f and m-f-m.  And it was so wonderful and beautiful, and unbearably hot.  I definitely recommend it, and I definitely recommend reading it first, before moving on any more in the On The Edge series.","05 19, 2013",A1A7YPC6UBZZIY,Liz @ Fictional Candy,"Sexy and Hot, and all things Wonderful!",1368921600
1198,B00149M19E,"[0, 0]",4,This is a short short story that I assume sets the scene for future stories and it does this really well. You get a good picture of the club and what it's like and who it's for. It  introduces the characters. We first meet Brett and Lisa and find out a bit about them and how they feel about one another and then Leo enters the mix. We find out Lisa and Leo have a past. The three spend the night together which manages to not just be hot but tender and loving as well. The story ends with their journey together beginning. It was well done. A good read.,"11 26, 2013",A2I58O8E2AVBZM,madpuss,On The Edge is short but hot,1385424000
1199,B00149M19E,"[0, 0]",5,"After reading the Out of the Box series I just HAD to learn what the story was with Brett, Leo and Lisa. They're appearance in those stories had piqued my interest.The club On The Edge was only 3 months old but it had been an instant success with the people of Haventown. Both human and vampire alike. It's success was so great that it's owner Brett had to hire more help. After a hard day of interviews he was ready for a quiet night at home. Instead he found himself in whole different, but much more pleasing situation.Though short I loved reading this. Number one, the whole idea of vampires and humans mingling and having fun on the dance floor and in the dark alcoves makes me shiver. It makes me want to put on my dancing shoes and a slinky dress! The second thing that made this a hit for me was how easy it was for me to slip into the story. Kallysten has a way of making a reader feel as if they're part of the story, not an outsider looking in.Kallysten's writing is smooth and extremely hot. She never fails to give her readers a fantastic tale that leaves them panting for more!","03 28, 2011",A3N7QZ5S5FQ4CN,Meggerfly,I can't get enough,1301270400
1200,B00149M19E,"[3, 3]",5,"Brett Andrews has been living with and loving Lisa for almost a year.  He adores watching her stalk prey in which to feed when she goes to their club downstairs.  Tonight is no different, except Lisa brings her prey home and Brett finds out he is a vampire as well.Lisa adores Brett, more so than any other man in a very long time.  When she sees Leo at the club, she can't help but bring him upstairs.  Lisa has a plan. She knows Brett's secret desires and has one of her own.On the Edge kept me on the edge that is for sure. Delightfully erotic, I found Brett's attraction to Leo just downright arousing.  Lisa knew what she wanted and was not afraid to reach for her dreams.  M&eacute;nages are one of my favorite types of books to read and On the Edge was just the perfect read for me. Full of sensuality, it left me satisfied.Taliareviewed for Joyfully Reviewed","05 16, 2008",A320TMDV6KCFU,MNix,On the Edge,1210896000
1201,B00149M19E,"[0, 0]",5,"I recieved this book in exchange for a honest reviewThis was a hot short quick read, things move fairly quickly and while not everything was resolved it was still a great enjoyable read, i look forward to reading the next one and see how these characters develop together. Lisa and Leo with there past, Lisa and Brett and there current relationship.","11 23, 2013",A2H6UHHHLVNDJP,nahuel,A short hot steamy read,1385164800
1202,B00149M19E,"[0, 0]",4,I liked this short story. On The Edge is a very hot and sexy read! I definitely recommend it! Happy reading!!,"12 27, 2013",A4SNUKSJQFK3Y,Nerdy86,hot,1388102400
1203,B00149M19E,"[0, 0]",4,"This short story is HOT from the very beginning!  The bits of information about the three characters, Brett, Lisa & Leo, make you want to learn more about them and their relationships, past & future.  A great beginning to the series!  I received anARC from the author for an honest review.","11 23, 2013",A1IQH2VE60UPLH,Norskiegirl,On The Edge,1385164800
1204,B00149M19E,"[0, 0]",5,"Kallysten kept me involved throughout the book and I will definitely be looking for other books involving Bret and Lisa's Club &#34;On The Edge&#34; I enjoyed this initial meeting with the characters and hope to learn more about hem and the club.Bret and Lisa have been busy, opening a club, balancing their relationship and the fact that oh yeah she's a vampire who refuses to feed from him has helped keep things interesting. Leo might be exactly what they didn't know they needed but can Bret get past his jealousy issues to accept what Leo could possibly offer?Bret and Leo are both strong male characters and I loved the fact that Lisa can handle herself around them.  Of course being a Vampire helps, Leo is also a vampire and Lisa's former lover when he randomly shows up in Bret's club things get complicated the question is can Lisa handle this situation.I loved this story, although an incredibly short read it shows the depth I've come to expect from Kallysten! More proof of why I love her!","01 18, 2014",AUJXFXQ4XWVB6,Pyper541,Can I work at this club?,1390003200
1205,B00149M19E,"[0, 0]",5,"I love Kallysten's stories and this one did not dissappoint. Everything was on point, cannot wait to read the rest of the series.","01 1, 2014",AT921L24ZCZ52,T.Bowden,Another Awesome Book by Kallysten.,1388534400
1206,B0014BRMKA,"[0, 0]",5,"And it becomes a tangled web of deceit and subterfuge, complete with a treasure map. Emma aka Emerald is caught between love and lies. Asher is consumed by pain, guilt and revenge. Both are ruined by circumstances; can they find happiness together?","04 19, 2013",A2XRKQZA534EWO,Barbieheart,This tale begins with a contrived meeting.,1366329600
1207,B0014BRMKA,"[0, 0]",5,Very good book and I enjoyed reading it. I would recommend it to others to read. I look forward to reading more of her books.,"05 27, 2013",A770TOJUB4H8U,JESSICA Knight-Catania,High Seas to High Society,1369612800
1208,B0014BRMKA,"[1, 1]",4,I. that. Emma knows.  The  true  of her parents  and marry. gives the security and new beginnings.  But preferred that. Melanie. Was,"11 3, 2013",A32VZKMIITHFXG,Judith Sanchez,a great romance.,1383436800
1209,B0014BRMKA,"[1, 2]",4,"I liked this story.  The pirate aspect is always a little hard to believe and their attraction seemed improbable, but the emotional impact was very good.  I got very wrapped up in the characters.  The writing was of high quality.  Generally, a good book.","10 27, 2010",A3OED5KCLPKP83,Kellianne Stevens,Interesting Characters,1288137600
1210,B0014BRMKA,"[0, 0]",5,"The traumatic meeting of Emerald Sandford and Asher Wellingham, Duke of Carisbrook occurs five years before the story begins, when she's the 16-year-old member of her nobleman-turned-pirate father's crew and he's the 26-year-old captain of one of his merchant ships. Discovering she's female, Asher refuses to fight her, because, even when beseiged by pirates, a gentleman never harms a lady.  Emerald repays him by knocking him overboard and out of harm's way, not knowing this will make Asher the pirates' captive. It eventually loses him the use of his right hand and his brother his sight. Asher escapes and returns to wipe out the stronghold and kill her father and this is where the story begins. Emerald follows him to England. It isn't for revenge but to retrieve her father's walking stick he took because inside it is the map to a treasure she can use to pay off Beau Sandford's debts and free herself from the past.Using her father's family name and right to a title, Emerald becomes Lady Emma Seaton. Naturally Asher's suspicious of her and intrigued because of her obvious lies and uneasiness in high society. Of course they fall in love but this is more an in-depth study of the main characters attitudes than a mere will-they/won't-they love story. Asher is bound by duty and honor...and extreme guilt. His wife died while he was seeking his revenge, his brother was blinded during his rescue. He returns to his family home a widower, disabled in body, but more disabled in spirit, blaming himself for the tragedies occurring during his own travail. Emerald meanwhile sees herself as the cause. If she hadn't knocked him overboard, none of this would've happened.  Still pursuing her hunt for the walking stick, she believes the only way she can repay Asher for the misery she  has caused is to become his mistress and give him back  the love he lost and remove his grief over his brother's condition.It's an interesting story and an entertaining one, sensuous in spots, but staying away from the ballrooms and usual locales for such tales with most of the action taking place at Asher's estate. Flashbacks give reasons for everything that happens instead of playing them out in detail. Though this is the only James' novel I've read, I got the feeling there may be more on this family because of various hints given. If so, I'd like to read them,too.Harlequin Historical #888This novel was a gift to the reviewer and no remuneration was involved in the writing of this review.","06 8, 2014",A3S7REHVBOSTLR,Toni V. Sweeney,Do Lord and Pirate's Daughters Mix?,1402185600
1211,B0014JD6PC,"[1, 1]",5,...but a new beginning. Amazing stories to remind us that we dont lose our loved ones forever and we should be open to the signs that they want to show us.,"10 7, 2012",A2CJRU4KQ8WRC,AmberLight,Death is not an ending...,1349568000
1212,B0014JD6PC,"[4, 6]",1,Was really expecting a lot more sources and stories as opposed to a lengthy story of her her mother's death and the ways she feels like she has connected with her and others after their deaths.,"09 19, 2012",AB358K0HDMPAI,A. Schmoll,Not what expected,1348012800
1213,B0014JD6PC,"[0, 1]",3,I downloaded this book on my Kindle from amazon and read it in one day...not that it was fabulous but I did like the stories collected from different people that was added to the book.,"12 11, 2012",A31XW1RTQ4ZG9W,C. Yates,Messages from Beyond,1355184000
1214,B0014JD6PC,"[0, 0]",3,I only read the 1st story. I could relate to the pain of losing one's mother and the fear of learning that you have cancer.I hope this book brings comfort to the people who read it. It just made me sad.,"09 28, 2013",A3SI8XPGRJXQTI,Darlene,True stories of Messages from Beyond,1380326400
1215,B0014JD6PC,"[1, 1]",5,"I have laughed , cried and felt completely peaceful all at the same time reading this. I felt a connection with these people and their stories. I have had similar things happen to me as well . I do believe truly that our loved ones do let us know that their ok if we're willing to look and listen.  We lost our brother at an early age and we have never really gotten over it. Thanks for Moms pennies from heaven , we miss and love you bunches Michael.","12 9, 2012",A1C82E0WR6CUSR,eva aldridge,Messages,1355011200
1216,B0014JD6PC,"[3, 4]",4,"This book borders on the extraordinary; I found in inspiring, but a littkle &#34;preachy&#34; for my taste. It's always great to have peopls share their experiences- especially when they are as extraordinary as this!","11 17, 2012",A2M3FR1I9ACHXO,"F. Andrews ""Retired Dean""",Beyond Normal belief,1353110400
1217,B0014JD6PC,"[1, 1]",5,This was a wonderful book and I enjoyed reading it so much. This book was a wonderful surprise and I could hardly put it down!,"04 4, 2013",AKEDHK8OB3RWY,gaptogap,A Wonderful Book!,1365033600
1218,B0014JD6PC,"[2, 2]",4,I got this as a freebie and was interested since I'm a huge fan of Jon Edwards. Some of the stories were a little dull but the last one made the book worthwhile.,"09 3, 2013",A33UJLCM8UY9T2,Horsegal 2760,Interesting,1378166400
1219,B0014JD6PC,"[1, 1]",4,"This book pulled at my heart strings as I connect with the afterlife in my personal life. The stories were heartfelt, and one thing I liked about them is they were not all sugar coated. Sometimes the messages from beyond the grave are not always what we want to hear, or think our loved ones will tell us. I find that spirits I didn't know when they were alive are even more candid about their former lives and death.  Good book!","07 4, 2013",A25Q4HLH29R3Y4,"Katrina Rose, Author",Happily Ever After,1372896000
1220,B0014JD6PC,"[0, 0]",5,"I read this and felt the tears coming. How moving. I'm not certain if it was just me being overly emotional, but this book lead me to tear up and weep along with the stories.I've always imagined that I would be reached by loved ones and that they would send me the message that is necessary for my moment - a moment of encouragement. What a true blessing (and I don't use that b word much) for those to have received such a gift. Reading about it gives clarity, insight, and hope, so I can imagine that those who are actually touched by these events must be clearer about life and living.","02 3, 2014",A229WNIBZZDIE5,Latoya Brown,Was it me...?,1391385600
1221,B0014JD6PC,"[17, 20]",5,"True Stories of Messages from Beyond gathers heart-touching true stories of those who experienced messages from loved ones who have passed on. Sometimes consoling, sometimes deeply personal, and on occasion literally life-saving, these communications and their impact on the lives of those who received them reveal that some mysteries of life and death simply cannot be explained by science. True Stories of Messages from Beyond a welcome contribution to metaphysical shelves and a comfort that the dearly departed are never truly, entirely gone.","08 6, 2007",A14OJS0VWMOSWO,Midwest Book Review,A welcome contribution to metaphysical shelves,1186358400
1222,B0014JD6PC,"[1, 1]",4,This was an interesting book to hear what people have experienced.  My mother had just died and to read this it was good to to read peoples encounters from the there side.,"06 27, 2012",A3PRY7N07CSB2W,Newark,good book,1340755200
1223,B0014JD6PC,"[0, 0]",3,"I enjoyed such personal stories of people who have passed on.  Each was touching and very personal.  Especially touching was the story about Kim's daughter, Elizabeth.","06 15, 2014",A3LBBG4S976UKP,Phylpalacios,Touching stories,1402790400
1224,B0014JD6PC,"[1, 1]",5,"Inspiring and I was already a believer as I have my Mother with me sending me messages Thanks to John Edward who shared with me freely with love some use their gift for profit this man is all about teaching, validating,and inspiring. I think myMother chose John 1. Because he has dark hair she always loved dark haired men. 2. For his kind trusting eyes they say the eyes are the Windows to the soul and his soul is the kindest. For those of you that have lost a loved one never stop believing that they are not still with you always talk to them they are listening and if you are patient and are","07 13, 2013",AH5IX2TH3MOYW,Sheila E Dunbar,"True Stories of Messages from Beyond , Julie Aydiott",1373673600
1225,B0014JD6PC,"[1, 1]",4,"Since my father passed away in 2006, I have been looking for comfort finding stories shared by those who've had near death experiences and came across this book. I take comfort in knowing that others have seen and heard signs of their loved ones communicating with them after passing. I experienced some of this myself, initially quite often, now rarely, but it is such a wonderful feeling when it does!","04 14, 2013",AUAT7V5ZPNOVP,Stephanie Homstad,Comforting,1365897600
1226,B0014JD6PC,"[1, 1]",4,"I wanted the contacts from beyond to be more concrete to really make me believe.  Had a big cry by about the third story, but could barely put it down.","12 9, 2012",A2K7OZTQV6NTX3,Sue hayes,Finished and want to believe.....,1355011200
1227,B0014JD6PC,"[1, 1]",3,This book is a book that could bring some much needed hope to many people whom have lost a love one. I wish that everyone would receive such validating information from their lost love one.,"02 11, 2013",A38HOWP3OTPOUH,Unknown,Good read,1360540800
1228,B0014YB7LM,"[1, 1]",5,This was a book that I thoroughly enjoyed from the beginning to the end. The story line was full of details and kept me involved and entertained. I loved the characters and their quirks. The story was smoothly written . Secret agents and art. Who would have believed how much fun and add a twist of fate and  love.I will read this author again.Enjoy this book you won't be disappointed.,"06 2, 2013",AK0NFQ39AFVZ3,"B. Appling ""Dragon Luvr""",Wow and wonderful read with a twist,1370131200
1229,B0014YB7LM,"[5, 6]",5,don't normally write reviews but think enough of this book to share. I thought the characters were all very interesting and the plot development was very unique. Not a story i've ever read before and was certainly meaningful and fast paced. Loved the ending!,"11 29, 2012",A3KCDIM91EHGU2,"C. Bassett ""Charlie""",May Calender,1354147200
1230,B0014YB7LM,"[1, 1]",4,"I would best describe ths novel as a romantic thriller/mystery. Probably more of a thriller as it has more of an international flavour. Set in the art world it is filled with spies and political intrigue.Kay McCann is an artist, a Master Artist. She has been involved with two very different men, Peter Lawson a world renowned painter and Jason Allen a gallery owner and expert in art forgeries. Each man has their own agenda where Kay is concerned, each man is manipulative and coldly calculating. Kay unwittingly becomes a pawn between the two men.I enjoyed the premise for this novel. I couldn't quite decide who Kay would ultimely end up with. Kay was a well written character, open, generous and forgiving. IMO too forgiving at times. I did have some qualms for Kay, as she was quite blinded and naive with both Peter and Jason. For a Master Artist who was able to convey so much emotion through her art I expected her to be more &#34;worldly&#34; or aware of what was happening around her,  the repercussions of her actions.I did enjoy this but I do agree with another reviewer that the pace did lag a bit in the middle and it wasn't all tied up as neatly at the end as I would have liked. Well worth a read, an interesting story. A few typos here and there but nothing to quibble about.","06 12, 2012",A2SZAEY94NY1UX,Cphe,I would best describe ths novel as a romantic thriller/mystery,1339459200
1231,B0014YB7LM,"[2, 2]",5,They say that fact is stranger than fiction.  Could this work be the exception to the rule?Beautiful insights to a world most of us can't even imagine.  A work of art can inspire emotion most visceral in nature.  This story is such a creation.  It will become a very beloved friend I think.,"05 10, 2013",A2U8YWPP1PYHJM,ItsWindy,Roundabout,1368144000
